station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
157.5, 12.0, None, 10.0, -0.19, 14.8, 101.75, 1.2, 0.0, 18.4, 48.0, 2012-07-12 06:00:00, 6.3, 0.0
157.5, 10.4, None, 10.0, None, 13.0, 101.8, 0.6, None, None, 51.0, 2012-07-12 07:00:00, None, None
157.5, 8.9, None, 10.0, None, 13.0, 101.86, 0.5, None, None, 56.0, 2012-07-12 08:00:00, None, None
180.0, 7.1, None, 0.0, -0.16, 14.8, 101.94, 0.3, None, None, 62.0, 2012-07-12 09:00:00, None, None
202.5, 5.7, None, 0.0, None, 14.8, 101.98, 0.4, None, None, 69.0, 2012-07-12 10:00:00, None, None
180.0, 4.7, None, 0.0, None, 16.6, 102.0, 0.4, None, None, 74.0, 2012-07-12 11:00:00, None, None
202.5, 4.4, None, 0.0, 0.07, 11.2, 102.03, 0.5, None, None, 76.0, 2012-07-12 12:00:00, None, None
180.0, 4.8, None, 0.0, None, 18.4, 102.03, 0.7, None, None, 75.0, 2012-07-12 13:00:00, None, None
180.0, 6.5, None, 9.0, None, 18.4, 102.03, 1.4, None, None, 70.0, 2012-07-12 14:00:00, None, None
180.0, 7.4, None, 9.0, 0.01, 18.4, 101.98, 1.4, None, None, 66.0, 2012-07-12 15:00:00, None, None
180.0, 9.3, None, 1.0, None, 18.4, 101.95, 2.3, None, None, 62.0, 2012-07-12 16:00:00, None, None
135.0, 11.2, None, 1.0, None, 24.1, 101.9, 2.4, None, None, 55.0, 2012-07-12 17:00:00, None, None
157.5, 13.3, 40.7, 3.0, 0.13, 27.7, 101.84, 3.4, None, None, 51.0, 2012-07-12 18:00:00, None, None
157.5, 14.0, 37.1, 3.0, None, 24.1, 101.8, 3.5, None, None, 49.0, 2012-07-12 19:00:00, None, None
157.5, 16.3, 37.1, 4.0, None, 27.7, 101.77, 3.7, None, None, 43.0, 2012-07-12 20:00:00, None, None
157.5, 16.9, None, 4.0, -0.07, 18.4, 101.77, 3.1, None, None, 40.0, 2012-07-12 21:00:00, None, None
157.5, 17.2, None, 4.0, None, 22.3, 101.77, 1.5, None, None, 35.0, 2012-07-12 22:00:00, None, None
157.5, 18.1, 33.5, 2.0, None, 20.5, 101.74, 1.3, None, None, 32.0, 2012-07-12 23:00:00, None, None
157.5, 17.6, 37.1, 10.0, -0.03, 24.1, 101.75, 1.6, None, None, 34.0, 2012-07-13 00:00:00, None, None
180.0, 16.8, None, 10.0, None, 11.2, 101.78, 0.9, None, None, 34.0, 2012-07-13 01:00:00, None, None
157.5, 16.7, 37.1, 10.0, None, 25.9, 101.74, 0.8, None, None, 34.0, 2012-07-13 02:00:00, None, None
157.5, 15.9, None, 10.0, -0.02, 14.8, 101.72, 1.5, None, None, 38.0, 2012-07-13 03:00:00, None, None
180.0, 15.0, None, 4.0, None, 18.4, 101.71, 1.3, None, None, 39.0, 2012-07-13 04:00:00, None, None
157.5, 14.4, None, 10.0, None, 18.4, 101.73, 2.0, None, None, 43.0, 2012-07-13 05:00:00, None, None
135.0, 13.5, 40.74, 10.0, -0.02, 18.4, 101.67, 1.9, 0.0, 18.4, 45.0, 2012-07-13 06:00:00, 4.3, None
157.5, 12.2, None, 4.0, None, 18.4, 101.67, 3.4, None, None, 55.0, 2012-07-13 07:00:00, None, None
135.0, 11.1, None, 10.0, None, 14.8, 101.68, 4.1, None, None, 62.0, 2012-07-13 08:00:00, None, None
157.5, 11.1, None, 10.0, 0.01, 18.4, 101.67, 4.2, None, None, 62.0, 2012-07-13 09:00:00, None, None
157.5, 11.2, None, 2.0, None, 18.4, 101.66, 4.6, None, None, 64.0, 2012-07-13 10:00:00, None, None
157.5, 11.4, None, 2.0, None, 14.8, 101.65, 5.1, None, None, 65.0, 2012-07-13 11:00:00, None, None
180.0, 11.2, None, 10.0, -0.01, 18.4, 101.68, 5.6, None, None, 68.0, 2012-07-13 12:00:00, None, None
180.0, 10.8, None, 10.0, None, 18.4, 101.66, 6.1, None, None, 73.0, 2012-07-13 13:00:00, None, None
157.5, 10.7, None, 10.0, None, 18.4, 101.67, 6.9, None, None, 77.0, 2012-07-13 14:00:00, None, None
157.5, 12.5, None, 10.0, 0.0, 20.5, 101.68, 6.8, None, None, 68.0, 2012-07-13 15:00:00, None, None
157.5, 14.2, None, 10.0, None, 18.4, 101.69, 7.5, None, None, 64.0, 2012-07-13 16:00:00, None, None
157.5, 14.8, None, 2.0, None, 18.4, 101.7, 7.6, None, None, 62.0, 2012-07-13 17:00:00, None, None
112.5, 15.7, None, 4.0, 0.03, 18.4, 101.71, 7.2, None, None, 57.0, 2012-07-13 18:00:00, None, None
135.0, 16.4, None, 2.0, None, 18.4, 101.73, 7.2, None, None, 54.0, 2012-07-13 19:00:00, None, None
157.5, 16.6, None, 4.0, None, 18.4, 101.74, 7.1, None, None, 53.0, 2012-07-13 20:00:00, None, None
135.0, 18.0, None, 4.0, -0.02, 18.4, 101.73, 8.0, None, None, 52.0, 2012-07-13 21:00:00, None, None
157.5, 18.1, None, 4.0, None, 18.4, 101.7, 7.3, None, None, 49.0, 2012-07-13 22:00:00, None, None
180.0, 18.4, 33.5, 4.0, None, 22.3, 101.68, 6.9, None, None, 47.0, 2012-07-13 23:00:00, None, None
157.5, 18.0, 33.5, 4.0, -0.06, 22.3, 101.66, 6.4, None, None, 47.0, 2012-07-14 00:00:00, None, None
180.0, 17.1, None, 4.0, None, 18.4, 101.67, 6.9, None, None, 51.0, 2012-07-14 01:00:00, None, None
247.5, 16.9, None, 4.0, None, 5.4, 101.68, 6.5, None, None, 50.0, 2012-07-14 02:00:00, None, None
0.0, 16.7, None, 10.0, 0.02, 11.2, 101.68, 7.4, None, None, 54.0, 2012-07-14 03:00:00, None, None
202.5, 16.4, None, 10.0, None, 7.6, 101.7, 6.2, None, None, 51.0, 2012-07-14 04:00:00, None, None
157.5, 15.3, None, 10.0, None, 13.0, 101.71, 5.8, None, None, 53.0, 2012-07-14 05:00:00, None, None
135.0, 13.5, 33.34, 10.0, 0.07, 9.4, 101.76, 6.1, 0.0, 20.2, 61.0, 2012-07-14 06:00:00, 10.3, None
157.5, 12.4, None, 4.0, None, 14.8, 101.79, 5.6, None, None, 63.0, 2012-07-14 07:00:00, None, None
135.0, 11.6, None, 2.0, None, 18.4, 101.82, 5.6, None, None, 67.0, 2012-07-14 08:00:00, None, None
180.0, 11.2, None, 4.0, 0.1, 9.4, 101.87, 5.3, None, None, 67.0, 2012-07-14 09:00:00, None, None
180.0, 10.8, None, 4.0, None, 9.4, 101.92, 5.2, None, None, 68.0, 2012-07-14 10:00:00, None, None
225.0, 8.8, None, 10.0, None, 5.4, 101.94, 5.2, None, None, 78.0, 2012-07-14 11:00:00, None, None
270.0, 7.8, None, 2.0, 0.11, 5.4, 102.02, 5.0, None, None, 82.0, 2012-07-14 12:00:00, None, None
270.0, 8.2, None, 2.0, None, 5.4, 102.05, 4.4, None, None, 77.0, 2012-07-14 13:00:00, None, None
270.0, 7.9, None, 10.0, None, 9.4, 102.1, 4.4, None, None, 79.0, 2012-07-14 14:00:00, None, None
315.0, 10.3, None, 10.0, 0.13, 3.6, 102.15, 5.5, None, None, 72.0, 2012-07-14 15:00:00, None, None
0.0, 11.3, None, 10.0, None, 0.0, 102.21, 6.1, None, None, 70.0, 2012-07-14 16:00:00, None, None
22.5, 12.5, None, 10.0, None, 9.4, 102.23, 6.1, None, None, 65.0, 2012-07-14 17:00:00, None, None
337.5, 13.2, None, 10.0, 0.1, 9.4, 102.26, 6.1, None, None, 62.0, 2012-07-14 18:00:00, None, None
0.0, 13.8, None, 10.0, None, 11.2, 102.28, 6.2, None, None, 60.0, 2012-07-14 19:00:00, None, None
45.0, 16.3, None, 10.0, None, 3.6, 102.27, 6.0, None, None, 50.0, 2012-07-14 20:00:00, None, None
337.5, 16.8, None, 10.0, 0.0, 16.6, 102.25, 6.1, None, None, 49.0, 2012-07-14 21:00:00, None, None
22.5, 17.5, None, 10.0, None, 11.2, 102.26, 6.7, None, None, 49.0, 2012-07-14 22:00:00, None, None
337.5, 18.9, None, 10.0, None, 11.2, 102.25, 7.4, None, None, 47.0, 2012-07-14 23:00:00, None, None
337.5, 19.9, None, 10.0, -0.01, 14.8, 102.24, 7.1, None, None, 43.0, 2012-07-15 00:00:00, None, None
337.5, 20.8, None, 10.0, None, 9.4, 102.19, 7.2, None, None, 41.0, 2012-07-15 01:00:00, None, None
337.5, 20.5, None, 10.0, None, 14.8, 102.16, 7.2, None, None, 42.0, 2012-07-15 02:00:00, None, None
0.0, 21.6, None, 10.0, -0.1, 0.0, 102.1, 8.0, None, None, 42.0, 2012-07-15 03:00:00, None, None
22.5, 21.2, None, 10.0, None, 3.6, 102.11, 7.0, None, None, 40.0, 2012-07-15 04:00:00, None, None
0.0, 18.7, None, 10.0, None, 0.0, 102.1, 9.4, None, None, 55.0, 2012-07-15 05:00:00, None, None
270.0, 15.6, None, 10.0, 0.0, 7.6, 102.12, 8.4, 0.0, 21.7, 62.0, 2012-07-15 06:00:00, 7.6, 0.0
202.5, 13.9, None, 10.0, None, 5.4, 102.15, 7.9, None, None, 67.0, 2012-07-15 07:00:00, None, None
180.0, 15.3, None, 4.0, None, 18.4, 102.14, 6.7, None, None, 56.0, 2012-07-15 08:00:00, None, None
135.0, 14.8, None, 1.0, 0.01, 20.5, 102.11, 6.2, None, None, 56.0, 2012-07-15 09:00:00, None, None
180.0, 14.1, None, 1.0, None, 18.4, 102.09, 6.0, None, None, 58.0, 2012-07-15 10:00:00, None, None
157.5, 13.9, None, 1.0, None, 18.4, 102.13, 5.9, None, None, 58.0, 2012-07-15 11:00:00, None, None
180.0, 13.5, None, 10.0, 0.0, 18.4, 102.1, 6.3, None, None, 62.0, 2012-07-15 12:00:00, None, None
180.0, 13.1, None, 2.0, None, 22.3, 102.01, 6.4, None, None, 64.0, 2012-07-15 13:00:00, None, None
180.0, 13.4, 35.3, 2.0, None, 22.3, 101.97, 6.4, None, None, 63.0, 2012-07-15 14:00:00, None, None
180.0, 13.5, None, 10.0, -0.14, 18.4, 101.93, 6.8, None, None, 64.0, 2012-07-15 15:00:00, None, None
112.5, 14.1, None, 10.0, None, 18.4, 101.93, 7.2, None, None, 63.0, 2012-07-15 16:00:00, None, None
157.5, 15.4, None, 10.0, None, 18.4, 101.84, 7.2, None, None, 58.0, 2012-07-15 17:00:00, None, None
157.5, 16.7, None, 10.0, -0.11, 18.4, 101.83, 7.0, None, None, 53.0, 2012-07-15 18:00:00, None, None
157.5, 19.2, None, 10.0, None, 18.4, 101.79, 5.9, None, None, 42.0, 2012-07-15 19:00:00, None, None
135.0, 20.0, None, 10.0, None, 18.4, 101.76, 7.4, None, None, 44.0, 2012-07-15 20:00:00, None, None
157.5, 20.9, None, 10.0, -0.1, 18.4, 101.7, 3.8, None, None, 32.0, 2012-07-15 21:00:00, None, None
157.5, 20.7, None, 10.0, None, 18.4, 101.66, 5.4, None, None, 37.0, 2012-07-15 22:00:00, None, None
202.5, 21.2, 46.4, 10.0, None, 27.7, 101.63, 5.6, None, None, 36.0, 2012-07-15 23:00:00, None, None
180.0, 21.8, 33.5, 10.0, -0.15, 18.4, 101.54, 6.8, None, None, 38.0, 2012-07-16 00:00:00, None, None
202.5, 21.5, 55.4, 10.0, None, 37.1, 101.5, 6.5, None, None, 38.0, 2012-07-16 01:00:00, None, None
202.5, 21.3, 46.4, 10.0, None, 27.7, 101.44, 7.1, None, None, 40.0, 2012-07-16 02:00:00, None, None
202.5, 20.3, 33.5, 10.0, -0.07, 14.8, 101.47, 6.9, None, None, 42.0, 2012-07-16 03:00:00, None, None
225.0, 19.5, None, 10.0, None, 18.4, 101.49, 6.8, None, None, 44.0, 2012-07-16 04:00:00, None, None
112.5, 19.0, None, 10.0, None, 18.4, 101.46, 6.8, None, None, 45.0, 2012-07-16 05:00:00, None, None
180.0, 17.8, 37.1, 10.0, -0.03, 18.4, 101.43, 5.4, 0.0, 22.2, 44.0, 2012-07-16 06:00:00, 12.9, 0.0
180.0, 17.3, None, 10.0, None, 14.8, 101.41, 4.1, None, None, 41.0, 2012-07-16 07:00:00, None, None
202.5, 16.3, 46.4, 4.0, None, 27.7, 101.38, 3.5, None, None, 42.0, 2012-07-16 08:00:00, None, None
90.0, 15.8, None, 10.0, -0.02, 14.8, 101.4, 2.7, None, None, 41.0, 2012-07-16 09:00:00, None, None
180.0, 14.0, None, 10.0, None, 18.4, 101.47, 3.7, None, None, 50.0, 2012-07-16 10:00:00, None, None
225.0, 13.5, None, 10.0, None, 18.4, 101.45, 2.8, None, None, 48.0, 2012-07-16 11:00:00, None, None
247.5, 13.1, None, 10.0, 0.11, 13.0, 101.53, 3.0, None, None, 50.0, 2012-07-16 12:00:00, None, None
270.0, 12.2, None, 10.0, None, 9.4, 101.5, 3.0, None, None, 53.0, 2012-07-16 13:00:00, None, None
0.0, 11.7, None, 4.0, None, 9.4, 101.58, 3.9, None, None, 59.0, 2012-07-16 14:00:00, None, None
0.0, 11.5, None, 4.0, 0.13, 9.4, 101.7, 5.7, None, None, 67.0, 2012-07-16 15:00:00, None, None
67.5, 9.1, None, 4.0, None, 9.4, 101.72, 7.7, None, None, 91.0, 2012-07-16 16:00:00, None, None
45.0, 9.7, None, 10.0, None, 5.4, 101.75, 7.2, None, None, 84.0, 2012-07-16 17:00:00, None, None
22.5, 10.0, None, 10.0, 0.08, 9.4, 101.82, 7.7, None, None, 86.0, 2012-07-16 18:00:00, None, None
45.0, 9.8, None, 10.0, None, 9.4, 101.84, 8.4, None, None, 91.0, 2012-07-16 19:00:00, None, None
22.5, 10.0, None, 10.0, None, 9.4, 101.88, 8.2, None, None, 89.0, 2012-07-16 20:00:00, None, None
0.0, 11.4, None, 10.0, 0.07, 7.6, 101.9, 8.4, None, None, 82.0, 2012-07-16 21:00:00, None, None
22.5, 14.0, None, 10.0, None, 14.8, 101.86, 9.4, None, None, 74.0, 2012-07-16 22:00:00, None, None
0.0, 15.1, None, 10.0, None, 13.0, 101.82, 8.5, None, None, 65.0, 2012-07-16 23:00:00, None, None
337.5, 16.5, None, 10.0, -0.1, 13.0, 101.77, 6.7, None, None, 52.0, 2012-07-17 00:00:00, None, None
337.5, 16.8, None, 10.0, None, 14.8, 101.75, 6.2, None, None, 50.0, 2012-07-17 01:00:00, None, None
270.0, 16.0, None, 10.0, None, 18.4, 101.75, 6.3, None, None, 53.0, 2012-07-17 02:00:00, None, None
0.0, 13.9, None, 10.0, -0.02, 18.4, 101.78, 8.7, None, None, 71.0, 2012-07-17 03:00:00, None, None
0.0, 13.9, None, 10.0, None, 9.4, 101.79, 9.3, None, None, 74.0, 2012-07-17 04:00:00, None, None
0.0, 14.5, None, 4.0, None, 0.0, 101.79, 6.4, None, None, 58.0, 2012-07-17 05:00:00, None, None
270.0, 12.9, 31.48, 10.0, 0.02, 13.0, 101.82, 6.4, 0.0, 17.9, 65.0, 2012-07-17 06:00:00, 9.0, 2.4
0.0, 12.8, None, 10.0, None, 0.0, 101.83, 6.0, None, None, 63.0, 2012-07-17 07:00:00, None, None
22.5, 12.0, None, 10.0, None, 5.4, 101.83, 7.5, None, None, 74.0, 2012-07-17 08:00:00, None, None
112.5, 10.9, None, 10.0, 0.0, 3.6, 101.83, 8.3, None, None, 84.0, 2012-07-17 09:00:00, None, None
112.5, 10.5, None, 4.0, None, 3.6, 101.86, 8.1, None, None, 85.0, 2012-07-17 10:00:00, None, None
0.0, 10.3, None, 4.0, None, 0.0, 101.86, 8.2, None, None, 87.0, 2012-07-17 11:00:00, None, None
22.5, 10.2, None, 10.0, 0.03, 3.6, 101.82, 7.8, None, None, 85.0, 2012-07-17 12:00:00, None, None
0.0, 9.8, None, 4.0, None, 0.0, 101.82, 7.8, None, None, 87.0, 2012-07-17 13:00:00, None, None
0.0, 10.2, None, 6.0, None, 0.0, 101.81, 7.7, None, None, 84.0, 2012-07-17 14:00:00, None, None
22.5, 10.4, None, 10.0, -0.02, 7.6, 101.82, 8.1, None, None, 86.0, 2012-07-17 15:00:00, None, None
45.0, 10.7, None, 10.0, None, 5.4, 101.8, 8.1, None, None, 84.0, 2012-07-17 16:00:00, None, None
0.0, 11.1, None, 10.0, None, 0.0, 101.78, 8.2, None, None, 82.0, 2012-07-17 17:00:00, None, None
22.5, 12.1, None, 4.0, -0.06, 5.4, 101.75, 7.8, None, None, 75.0, 2012-07-17 18:00:00, None, None
0.0, 12.3, None, 2.0, None, 0.0, 101.74, 7.9, None, None, 74.0, 2012-07-17 19:00:00, None, None
22.5, 12.3, None, 10.0, None, 5.4, 101.72, 8.5, None, None, 78.0, 2012-07-17 20:00:00, None, None
135.0, 12.6, None, 10.0, -0.07, 7.6, 101.69, 9.4, None, None, 81.0, 2012-07-17 21:00:00, None, None
22.5, 12.1, None, 10.0, None, 5.4, 101.69, 9.8, None, None, 86.0, 2012-07-17 22:00:00, None, None
0.0, 11.2, None, 10.0, None, 14.8, 101.71, 10.1, None, None, 93.0, 2012-07-17 23:00:00, None, None
0.0, 12.8, None, 10.0, -0.03, 9.4, 101.66, 10.5, None, None, 86.0, 2012-07-18 00:00:00, None, None
0.0, 12.1, None, 10.0, None, 11.2, 101.66, 10.8, None, None, 92.0, 2012-07-18 01:00:00, None, None
0.0, 12.1, None, 10.0, None, 7.6, 101.62, 10.7, None, None, 91.0, 2012-07-18 02:00:00, None, None
22.5, 12.2, None, 10.0, -0.06, 5.4, 101.6, 10.5, None, None, 89.0, 2012-07-18 03:00:00, None, None
0.0, 12.4, None, 10.0, None, 0.0, 101.62, 10.4, None, None, 88.0, 2012-07-18 04:00:00, None, None
0.0, 12.2, None, 10.0, None, 0.0, 101.6, 10.0, None, None, 86.0, 2012-07-18 05:00:00, None, None
0.0, 10.5, None, 10.0, 0.08, 0.0, 101.68, 8.8, 0.0, 13.0, 89.0, 2012-07-18 06:00:00, 9.7, 4.2
337.5, 10.4, None, 10.0, None, 5.4, 101.68, 9.4, None, None, 94.0, 2012-07-18 07:00:00, None, None
292.5, 10.4, None, 10.0, None, 5.4, 101.67, 9.4, None, None, 94.0, 2012-07-18 08:00:00, None, None
0.0, 10.3, None, 10.0, -0.04, 5.4, 101.64, 9.7, None, None, 96.0, 2012-07-18 09:00:00, None, None
0.0, 10.4, None, 10.0, None, 0.0, 101.64, 9.6, None, None, 95.0, 2012-07-18 10:00:00, None, None
0.0, 10.3, None, 10.0, None, 11.2, 101.63, 9.7, None, None, 96.0, 2012-07-18 11:00:00, None, None
0.0, 10.3, None, 10.0, 0.0, 7.6, 101.64, 9.7, None, None, 96.0, 2012-07-18 12:00:00, None, None
337.5, 10.4, None, 10.0, None, 5.4, 101.65, 9.6, None, None, 95.0, 2012-07-18 13:00:00, None, None
0.0, 10.4, None, 10.0, None, 9.4, 101.67, 9.6, None, None, 95.0, 2012-07-18 14:00:00, None, None
337.5, 10.7, None, 10.0, 0.03, 9.4, 101.67, 9.6, None, None, 93.0, 2012-07-18 15:00:00, None, None
337.5, 11.1, None, 10.0, None, 14.8, 101.66, 9.9, None, None, 92.0, 2012-07-18 16:00:00, None, None
337.5, 11.8, None, 10.0, None, 7.6, 101.7, 9.9, None, None, 88.0, 2012-07-18 17:00:00, None, None
337.5, 12.9, None, 10.0, 0.02, 5.4, 101.69, 10.6, None, None, 86.0, 2012-07-18 18:00:00, None, None
337.5, 14.6, None, 10.0, None, 14.8, 101.68, 9.6, None, None, 72.0, 2012-07-18 19:00:00, None, None
337.5, 15.9, None, 2.0, None, 11.2, 101.65, 10.2, None, None, 69.0, 2012-07-18 20:00:00, None, None
0.0, 16.7, None, 2.0, 0.09, 9.4, 101.56, 9.4, None, None, 62.0, 2012-07-18 21:00:00, None, None
0.0, 18.4, None, 10.0, None, 14.8, 101.5, 8.5, None, None, 52.0, 2012-07-18 22:00:00, None, None
0.0, 19.5, None, 10.0, None, 14.8, 101.44, 7.8, None, None, 47.0, 2012-07-18 23:00:00, None, None
22.5, 19.8, None, 10.0, -0.15, 11.2, 101.37, 7.8, None, None, 46.0, 2012-07-19 00:00:00, None, None
337.5, 20.0, None, 10.0, None, 9.4, 101.34, 6.7, None, None, 42.0, 2012-07-19 01:00:00, None, None
337.5, 19.5, None, 10.0, None, 11.2, 101.34, 6.9, None, None, 44.0, 2012-07-19 02:00:00, None, None
315.0, 19.1, None, 10.0, -0.04, 14.8, 101.33, 7.8, None, None, 48.0, 2012-07-19 03:00:00, None, None
337.5, 19.1, None, 10.0, None, 7.6, 101.32, 7.8, None, None, 48.0, 2012-07-19 04:00:00, None, None
315.0, 18.5, None, 10.0, None, 5.4, 101.34, 7.9, None, None, 50.0, 2012-07-19 05:00:00, None, None
270.0, 14.4, None, 10.0, 0.06, 11.2, 101.42, 8.2, 0.0, 20.3, 66.0, 2012-07-19 06:00:00, 10.1, 0.8
270.0, 13.4, None, 10.0, None, 13.0, 101.48, 7.1, None, None, 66.0, 2012-07-19 07:00:00, None, None
292.5, 12.7, None, 10.0, None, 5.4, 101.49, 6.1, None, None, 64.0, 2012-07-19 08:00:00, None, None
315.0, 11.7, None, 9.0, 0.1, 5.4, 101.52, 6.6, None, None, 71.0, 2012-07-19 09:00:00, None, None
0.0, 14.5, None, 10.0, None, 0.0, 101.74, 7.8, None, None, 64.0, 2012-07-19 17:00:00, None, None
22.5, 16.2, None, 10.0, 0.02, 11.2, 101.71, 8.8, None, None, 61.0, 2012-07-19 18:00:00, None, None
22.5, 18.1, None, 10.0, None, 5.4, 101.7, 9.2, None, None, 56.0, 2012-07-19 19:00:00, None, None
0.0, 20.6, None, 10.0, None, 5.4, 101.68, 7.8, None, None, 44.0, 2012-07-19 20:00:00, None, None
0.0, 21.9, None, 10.0, 0.07, 5.4, 101.61, 7.6, None, None, 40.0, 2012-07-19 21:00:00, None, None
0.0, 22.4, None, 10.0, None, 5.4, 101.56, 5.0, None, None, 32.0, 2012-07-19 22:00:00, None, None
270.0, 23.3, None, 10.0, None, 3.6, 101.51, 5.1, None, None, 31.0, 2012-07-19 23:00:00, None, None
202.5, 24.4, None, 10.0, -0.14, 5.4, 101.48, 5.2, None, None, 29.0, 2012-07-20 00:00:00, None, None
0.0, 24.2, None, 10.0, None, 0.0, 101.44, 5.2, None, None, 29.0, 2012-07-20 01:00:00, None, None
0.0, 24.3, None, 10.0, None, 9.4, 101.43, 5.3, None, None, 29.0, 2012-07-20 02:00:00, None, None
0.0, 24.2, None, 10.0, -0.06, 9.4, 101.38, 5.7, None, None, 30.0, 2012-07-20 03:00:00, None, None
337.5, 23.3, None, 10.0, None, 9.4, 101.37, 6.4, None, None, 34.0, 2012-07-20 04:00:00, None, None
315.0, 22.7, None, 9.0, None, 5.4, 101.36, 7.0, None, None, 36.0, 2012-07-20 05:00:00, None, None
270.0, 17.4, None, 10.0, 0.02, 7.6, 101.41, 8.7, 0.0, 24.8, 57.0, 2012-07-20 06:00:00, 5.8, 0.0
270.0, 16.0, None, 10.0, None, 9.4, 101.44, 7.3, None, None, 56.0, 2012-07-20 07:00:00, None, None
247.5, 13.8, None, 9.0, None, 9.4, 101.46, 7.3, None, None, 65.0, 2012-07-20 08:00:00, None, None
247.5, 14.0, None, 9.0, 0.06, 11.2, 101.46, 7.0, None, None, 63.0, 2012-07-20 09:00:00, None, None
202.5, 13.8, None, 10.0, None, 5.4, 101.45, 6.9, None, None, 63.0, 2012-07-20 10:00:00, None, None
0.0, 13.6, None, 3.0, None, 0.0, 101.47, 7.0, None, None, 64.0, 2012-07-20 11:00:00, None, None
0.0, 11.4, None, 3.0, 0.01, 0.0, 101.47, 7.2, None, None, 75.0, 2012-07-20 12:00:00, None, None
0.0, 13.0, None, 3.0, None, 0.0, 101.48, 6.8, None, None, 66.0, 2012-07-20 13:00:00, None, None
180.0, 13.9, None, 10.0, None, 5.4, 101.46, 7.5, None, None, 65.0, 2012-07-20 14:00:00, None, None
180.0, 14.2, None, 10.0, 0.0, 14.8, 101.45, 7.8, None, None, 65.0, 2012-07-20 15:00:00, None, None
180.0, 16.0, None, 10.0, None, 20.5, 101.44, 7.8, None, None, 58.0, 2012-07-20 16:00:00, None, None
180.0, 18.3, None, 10.0, None, 18.4, 101.39, 7.8, None, None, 50.0, 2012-07-20 17:00:00, None, None
112.5, 21.1, None, 10.0, None, 18.4, 101.33, 8.7, None, None, 45.0, 2012-07-20 19:00:00, None, None
157.5, 21.5, None, 10.0, None, 18.4, 101.3, 8.2, None, None, 42.0, 2012-07-20 20:00:00, None, None
112.5, 21.9, None, 10.0, -0.1, 14.8, 101.27, 8.1, None, None, 41.0, 2012-07-20 21:00:00, None, None
157.5, 23.1, None, 10.0, None, 11.2, 101.22, 8.1, None, None, 38.0, 2012-07-20 22:00:00, None, None
157.5, 23.4, None, 4.0, None, 13.0, 101.2, 7.8, None, None, 37.0, 2012-07-20 23:00:00, None, None
157.5, 24.3, None, 10.0, -0.08, 18.4, 101.19, 8.1, None, None, 36.0, 2012-07-21 00:00:00, None, None
157.5, 23.7, None, 10.0, None, 18.4, 101.16, 7.8, None, None, 36.0, 2012-07-21 01:00:00, None, None
157.5, 23.2, None, 10.0, None, 16.6, 101.16, 7.8, None, None, 37.0, 2012-07-21 02:00:00, None, None
157.5, 23.8, None, 10.0, -0.03, 18.4, 101.14, 7.3, None, None, 35.0, 2012-07-21 03:00:00, None, None
270.0, 22.4, None, 10.0, None, 7.6, 101.16, 6.7, None, None, 36.0, 2012-07-21 04:00:00, None, None
180.0, 21.1, None, 10.0, None, 9.4, 101.2, 7.8, None, None, 42.0, 2012-07-21 05:00:00, None, None
180.0, 17.3, None, 10.0, 0.12, 13.0, 101.27, 8.0, 0.0, 24.8, 54.0, 2012-07-21 06:00:00, 10.7, None
270.0, 14.3, None, 1.0, None, 9.4, 101.32, 7.0, None, None, 61.0, 2012-07-21 07:00:00, None, None
270.0, 17.2, None, 1.0, None, 5.4, 101.36, 6.5, None, None, 49.0, 2012-07-21 08:00:00, None, None
247.5, 12.0, None, 1.0, 0.14, 9.4, 101.45, 5.8, None, None, 66.0, 2012-07-21 09:00:00, None, None
247.5, 11.5, None, 1.0, None, 9.4, 101.48, 5.5, None, None, 67.0, 2012-07-21 10:00:00, None, None
247.5, 10.9, None, 9.0, None, 9.4, 101.5, 5.4, None, None, 69.0, 2012-07-21 11:00:00, None, None
225.0, 9.0, None, 9.0, 0.09, 7.6, 101.55, 5.1, None, None, 77.0, 2012-07-21 12:00:00, None, None
180.0, 8.9, None, 1.0, None, 7.6, 101.58, 5.6, None, None, 80.0, 2012-07-21 13:00:00, None, None
0.0, 11.3, None, 9.0, None, 0.0, 101.62, 7.3, None, None, 76.0, 2012-07-21 14:00:00, None, None
0.0, 12.1, None, 1.0, 0.08, 0.0, 101.62, 7.4, None, None, 73.0, 2012-07-21 15:00:00, None, None
157.5, 14.3, None, 1.0, None, 5.4, 101.62, 7.6, None, None, 64.0, 2012-07-21 16:00:00, None, None
90.0, 16.9, None, 1.0, None, 5.4, 101.6, 6.9, None, None, 52.0, 2012-07-21 17:00:00, None, None
0.0, 19.3, None, 1.0, -0.06, 0.0, 101.55, 7.0, None, None, 45.0, 2012-07-21 18:00:00, None, None
135.0, 21.1, None, 10.0, None, 7.6, 101.52, 8.0, None, None, 43.0, 2012-07-21 19:00:00, None, None
0.0, 23.0, None, 10.0, None, 0.0, 101.48, 8.3, None, None, 39.0, 2012-07-21 20:00:00, None, None
112.5, 24.8, None, 10.0, -0.13, 16.6, 101.41, 9.0, None, None, 37.0, 2012-07-21 21:00:00, None, None
