station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
337.5, -6.1, None, 10.0, None, 11.2, 98.93, -8.3, None, None, 84.0, 2012-03-11 13:00:00, None, None
0.0, -6.4, None, 10.0, None, 14.8, 98.95, -8.9, None, None, 82.0, 2012-03-11 14:00:00, None, None
337.5, -6.9, None, 10.0, 0.05, 11.2, 99.01, -9.4, None, None, 82.0, 2012-03-11 15:00:00, None, None
0.0, -7.4, None, 10.0, None, 14.8, 99.05, -9.9, None, None, 82.0, 2012-03-11 16:00:00, None, None
0.0, -7.7, None, 10.0, None, 14.8, 99.08, -10.2, None, None, 82.0, 2012-03-11 17:00:00, None, None
0.0, -7.5, None, 10.0, 0.1, 18.4, 99.14, -10.3, None, None, 80.0, 2012-03-11 18:00:00, None, None
0.0, -7.4, None, 10.0, None, 14.8, 99.18, -10.7, None, None, 77.0, 2012-03-11 19:00:00, None, None
337.5, -6.9, None, 10.0, None, 11.2, 99.2, -10.6, None, None, 75.0, 2012-03-11 20:00:00, None, None
0.0, -6.4, None, 4.0, 0.07, 11.2, 99.21, -10.3, None, None, 74.0, 2012-03-11 21:00:00, None, None
0.0, -6.0, None, 4.0, None, 14.8, 99.21, -10.3, None, None, 72.0, 2012-03-11 22:00:00, None, None
0.0, -5.9, None, 4.0, None, 16.6, 99.23, -9.7, None, None, 74.0, 2012-03-11 23:00:00, None, None
0.0, -6.0, None, 4.0, 0.04, 11.2, 99.26, -9.3, None, None, 77.0, 2012-03-12 00:00:00, None, None
0.0, -6.4, None, 10.0, None, 16.6, 99.31, -9.2, None, None, 80.0, 2012-03-12 01:00:00, None, None
337.5, -6.4, None, 2.0, None, 14.8, 99.36, -9.7, None, None, 77.0, 2012-03-12 02:00:00, None, None
337.5, -7.1, None, 10.0, 0.16, 14.8, 99.46, -9.9, None, None, 80.0, 2012-03-12 03:00:00, None, None
0.0, -7.5, None, 7.0, None, 18.4, 99.53, -10.2, None, None, 81.0, 2012-03-12 04:00:00, None, None
337.5, -8.1, None, 2.0, None, 13.0, 99.58, -11.0, None, None, 80.0, 2012-03-12 05:00:00, None, None
337.5, -8.5, None, 4.0, 0.17, 9.4, 99.66, -11.6, 6.0, -5.7, 78.0, 2012-03-12 06:00:00, -7.8, 4.0
337.5, -9.3, None, 7.0, None, 18.4, 99.71, -11.9, None, None, 81.0, 2012-03-12 07:00:00, None, None
0.0, -9.9, None, 4.0, None, 18.4, 99.76, -12.7, None, None, 80.0, 2012-03-12 08:00:00, None, None
337.5, -10.4, None, 10.0, 0.15, 18.4, 99.83, -13.2, None, None, 80.0, 2012-03-12 09:00:00, None, None
0.0, -10.9, None, 10.0, None, 14.8, 99.87, -13.7, None, None, 80.0, 2012-03-12 10:00:00, None, None
0.0, -11.0, None, 10.0, None, 18.4, 99.92, -14.0, None, None, 78.0, 2012-03-12 11:00:00, None, None
337.5, -11.4, None, 2.0, 0.1, 18.4, 99.95, -14.5, None, None, 78.0, 2012-03-12 12:00:00, None, None
0.0, -11.7, None, 10.0, None, 22.3, 99.98, -14.7, None, None, 78.0, 2012-03-12 13:00:00, None, None
0.0, -12.0, None, 4.0, None, 18.4, 100.01, -15.4, None, None, 76.0, 2012-03-12 14:00:00, None, None
337.5, -12.2, None, 2.0, 0.07, 18.4, 100.04, -15.4, None, None, 77.0, 2012-03-12 15:00:00, None, None
337.5, -12.4, None, 10.0, None, 18.4, 100.01, -15.6, None, None, 77.0, 2012-03-12 16:00:00, None, None
0.0, -12.5, None, 10.0, None, 14.8, 99.99, -15.5, None, None, 78.0, 2012-03-12 17:00:00, None, None
337.5, -11.9, None, 10.0, -0.12, 22.3, 99.92, -15.3, None, None, 76.0, 2012-03-12 18:00:00, None, None
22.5, -11.6, None, 10.0, None, 14.8, 99.87, -15.1, None, None, 75.0, 2012-03-12 19:00:00, None, None
0.0, -10.8, None, 10.0, None, 22.3, 99.81, -15.5, None, None, 68.0, 2012-03-12 20:00:00, None, None
0.0, -10.2, None, 10.0, -0.16, 18.4, 99.75, -15.0, None, None, 68.0, 2012-03-12 21:00:00, None, None
0.0, -9.7, None, 10.0, None, 14.8, 99.66, -14.8, None, None, 66.0, 2012-03-12 22:00:00, None, None
0.0, -9.5, None, 10.0, None, 16.6, 99.59, -14.9, None, None, 65.0, 2012-03-12 23:00:00, None, None
0.0, -9.1, None, 10.0, -0.21, 14.8, 99.52, -14.9, None, None, 63.0, 2012-03-13 00:00:00, None, None
0.0, -9.1, 37.1, 10.0, None, 25.9, 99.5, -14.7, None, None, 64.0, 2012-03-13 01:00:00, None, None
337.5, -9.3, None, 10.0, None, 14.8, 99.42, -14.5, None, None, 66.0, 2012-03-13 02:00:00, None, None
337.5, -9.5, None, 10.0, -0.15, 16.6, 99.36, -14.3, None, None, 68.0, 2012-03-13 03:00:00, None, None
337.5, -9.7, None, 10.0, None, 13.0, 99.3, -14.3, None, None, 69.0, 2012-03-13 04:00:00, None, None
337.5, -10.2, None, 10.0, None, 14.8, 99.24, -14.4, None, None, 71.0, 2012-03-13 05:00:00, None, None
337.5, -10.7, 37.04, 4.0, -0.14, 18.4, 99.22, -14.9, 3.4, -6.1, 71.0, 2012-03-13 06:00:00, -7.6, 2.6
0.0, -11.4, None, 2.0, None, 13.0, 99.2, -14.9, None, None, 75.0, 2012-03-13 07:00:00, None, None
0.0, -11.9, None, 10.0, None, 16.6, 99.18, -14.9, None, None, 78.0, 2012-03-13 08:00:00, None, None
337.5, -12.6, None, 10.0, -0.04, 11.2, 99.18, -15.3, None, None, 80.0, 2012-03-13 09:00:00, None, None
315.0, -12.7, None, 10.0, None, 11.2, 99.16, -15.4, None, None, 80.0, 2012-03-13 10:00:00, None, None
315.0, -12.8, None, 6.0, None, 16.6, 99.15, -15.7, None, None, 79.0, 2012-03-13 11:00:00, None, None
315.0, -13.2, None, 6.0, -0.06, 9.4, 99.11, -16.0, None, None, 79.0, 2012-03-13 12:00:00, None, None
337.5, -13.4, None, 6.0, None, 7.6, 99.09, -16.3, None, None, 79.0, 2012-03-13 13:00:00, None, None
0.0, -13.6, None, 6.0, None, 5.4, 99.11, -16.3, None, None, 80.0, 2012-03-13 14:00:00, None, None
0.0, -13.7, None, 10.0, 0.0, 5.4, 99.12, -16.5, None, None, 79.0, 2012-03-13 15:00:00, None, None
22.5, -13.7, None, 10.0, None, 5.4, 99.11, -16.7, None, None, 78.0, 2012-03-13 16:00:00, None, None
22.5, -14.0, None, 10.0, None, 7.6, 99.13, -16.6, None, None, 81.0, 2012-03-13 17:00:00, None, None
0.0, -13.6, None, 10.0, 0.03, 0.0, 99.16, -16.4, None, None, 79.0, 2012-03-13 18:00:00, None, None
0.0, -12.0, None, 10.0, None, 0.0, 99.15, -15.8, None, None, 73.0, 2012-03-13 19:00:00, None, None
0.0, -9.7, None, 10.0, None, 0.0, 99.14, -14.9, None, None, 66.0, 2012-03-13 20:00:00, None, None
180.0, -7.3, None, 10.0, -0.03, 18.4, 99.09, -13.9, None, None, 59.0, 2012-03-13 21:00:00, None, None
135.0, -6.4, None, 10.0, None, 22.3, 99.09, -14.2, None, None, 54.0, 2012-03-13 22:00:00, None, None
157.5, -5.8, None, 10.0, None, 18.4, 99.1, -14.0, None, None, 52.0, 2012-03-13 23:00:00, None, None
157.5, -6.0, None, 10.0, 0.03, 22.3, 99.11, -13.8, None, None, 54.0, 2012-03-14 00:00:00, None, None
157.5, -5.8, None, 10.0, None, 13.0, 99.14, -14.0, None, None, 52.0, 2012-03-14 01:00:00, None, None
157.5, -6.0, None, 10.0, None, 18.4, 99.16, -13.9, None, None, 54.0, 2012-03-14 02:00:00, None, None
157.5, -6.9, None, 10.0, 0.11, 13.0, 99.24, -14.0, None, None, 57.0, 2012-03-14 03:00:00, None, None
135.0, -7.8, None, 3.0, None, 9.4, 99.28, -14.1, None, None, 61.0, 2012-03-14 04:00:00, None, None
157.5, -8.6, None, 10.0, None, 9.4, 99.31, -14.3, None, None, 63.0, 2012-03-14 05:00:00, None, None
180.0, -9.9, None, 1.0, 0.12, 14.8, 99.4, -14.8, 0.6, -5.7, 67.0, 2012-03-14 06:00:00, -13.7, 0.4
157.5, -9.8, None, 2.0, None, 18.4, 99.42, -14.6, None, None, 68.0, 2012-03-14 07:00:00, None, None
180.0, -10.7, None, 2.0, None, 18.4, 99.48, -14.8, None, None, 72.0, 2012-03-14 08:00:00, None, None
180.0, -10.9, None, 2.0, 0.09, 18.4, 99.45, -14.8, None, None, 73.0, 2012-03-14 09:00:00, None, None
180.0, -11.2, None, 10.0, None, 27.7, 99.49, -14.8, None, None, 75.0, 2012-03-14 10:00:00, None, None
180.0, -11.3, None, 2.0, None, 27.7, 99.54, -15.1, None, None, 73.0, 2012-03-14 11:00:00, None, None
180.0, -11.7, None, 2.0, 0.08, 27.7, 99.54, -15.2, None, None, 75.0, 2012-03-14 12:00:00, None, None
180.0, -12.3, 31.7, 10.0, None, 22.3, 99.55, -15.7, None, None, 76.0, 2012-03-14 13:00:00, None, None
180.0, -12.4, 37.1, 10.0, None, 27.7, 99.56, -15.7, None, None, 76.0, 2012-03-14 14:00:00, None, None
180.0, -12.9, 44.6, 10.0, 0.01, 27.7, 99.57, -16.2, None, None, 76.0, 2012-03-14 15:00:00, None, None
180.0, -12.7, 37.1, 10.0, None, 27.7, 99.58, -16.1, None, None, 76.0, 2012-03-14 16:00:00, None, None
180.0, -11.5, None, 10.0, None, 27.7, 99.58, -15.5, None, None, 72.0, 2012-03-14 17:00:00, None, None
180.0, -10.4, 40.7, 10.0, 0.01, 27.7, 99.58, -15.0, None, None, 69.0, 2012-03-14 18:00:00, None, None
180.0, -8.8, 37.1, 10.0, None, 27.7, 99.56, -14.2, None, None, 65.0, 2012-03-14 19:00:00, None, None
180.0, -6.6, None, 10.0, None, 18.4, 99.54, -13.1, None, None, 60.0, 2012-03-14 20:00:00, None, None
157.5, -4.8, 37.1, 10.0, -0.07, 27.7, 99.46, -12.3, None, None, 56.0, 2012-03-14 21:00:00, None, None
157.5, -3.3, None, 10.0, None, 18.4, 99.42, -11.8, None, None, 52.0, 2012-03-14 22:00:00, None, None
157.5, -2.5, None, 10.0, None, 18.4, 99.38, -11.6, None, None, 50.0, 2012-03-14 23:00:00, None, None
157.5, -1.7, None, 10.0, -0.1, 16.6, 99.33, -11.5, None, None, 47.0, 2012-03-15 00:00:00, None, None
157.5, -2.1, None, 10.0, None, 14.8, 99.29, -12.4, None, None, 45.0, 2012-03-15 01:00:00, None, None
157.5, -2.8, None, 10.0, None, 11.2, 99.28, -12.9, None, None, 46.0, 2012-03-15 02:00:00, None, None
247.5, -5.7, None, 10.0, -0.07, 5.4, 99.3, -12.7, None, None, 58.0, 2012-03-15 03:00:00, None, None
270.0, -7.8, None, 0.0, None, 9.4, 99.3, -13.3, None, None, 65.0, 2012-03-15 04:00:00, None, None
247.5, -10.3, None, 0.0, None, 9.4, 99.3, -14.8, None, None, 70.0, 2012-03-15 05:00:00, None, None
270.0, -10.4, 44.45, 0.0, 0.02, 9.4, 99.35, -14.9, 0.0, -1.5, 70.0, 2012-03-15 06:00:00, -13.6, 0.0
247.5, -13.3, None, 0.0, None, 7.6, 99.35, -16.5, None, None, 77.0, 2012-03-15 07:00:00, None, None
270.0, -13.4, None, 10.0, None, 7.6, 99.35, -16.1, None, None, 80.0, 2012-03-15 08:00:00, None, None
247.5, -12.6, None, 10.0, 0.0, 3.6, 99.31, -15.8, None, None, 77.0, 2012-03-15 09:00:00, None, None
270.0, -12.6, None, 10.0, None, 3.6, 99.3, -15.8, None, None, 77.0, 2012-03-15 10:00:00, None, None
0.0, -13.1, None, 10.0, None, 0.0, 99.27, -15.8, None, None, 80.0, 2012-03-15 11:00:00, None, None
0.0, -15.5, None, 10.0, -0.06, 0.0, 99.25, -17.3, None, None, 86.0, 2012-03-15 12:00:00, None, None
0.0, -17.2, None, 10.0, None, 0.0, 99.23, -19.2, None, None, 84.0, 2012-03-15 13:00:00, None, None
0.0, -18.0, None, 10.0, None, 0.0, 99.22, -19.9, None, None, 85.0, 2012-03-15 14:00:00, None, None
0.0, -17.9, None, 10.0, -0.04, 0.0, 99.26, -20.6, None, None, 79.0, 2012-03-15 15:00:00, None, None
0.0, -17.3, None, 2.0, None, 0.0, 99.24, -20.6, None, None, 75.0, 2012-03-15 16:00:00, None, None
0.0, -15.4, None, 2.0, None, 0.0, 99.22, -18.4, None, None, 78.0, 2012-03-15 17:00:00, None, None
0.0, -14.7, None, 10.0, -0.08, 0.0, 99.19, -19.0, None, None, 70.0, 2012-03-15 18:00:00, None, None
0.0, -11.7, None, 10.0, None, 0.0, 99.16, -16.0, None, None, 70.0, 2012-03-15 19:00:00, None, None
0.0, -7.1, None, 10.0, None, 9.4, 99.09, -13.6, None, None, 60.0, 2012-03-15 20:00:00, None, None
0.0, -4.9, None, 10.0, -0.17, 0.0, 98.93, -12.6, None, None, 55.0, 2012-03-15 21:00:00, None, None
0.0, -3.6, None, 10.0, None, 0.0, 98.87, -11.9, None, None, 53.0, 2012-03-15 22:00:00, None, None
0.0, -2.2, None, 10.0, None, 9.4, 98.79, -11.2, None, None, 50.0, 2012-03-15 23:00:00, None, None
337.5, -1.5, None, 2.0, -0.19, 14.8, 98.72, -11.0, None, None, 48.0, 2012-03-16 00:00:00, None, None
337.5, -1.5, None, 4.0, None, 11.2, 98.71, -10.8, None, None, 49.0, 2012-03-16 01:00:00, None, None
337.5, -2.0, None, 10.0, None, 5.4, 98.72, -10.6, None, None, 52.0, 2012-03-16 02:00:00, None, None
270.0, -2.9, None, 10.0, 0.01, 5.4, 98.77, -10.7, None, None, 55.0, 2012-03-16 03:00:00, None, None
270.0, -3.3, None, 10.0, None, 9.4, 98.79, -9.9, None, None, 60.0, 2012-03-16 04:00:00, None, None
270.0, -3.5, None, 6.0, None, 3.6, 98.82, -9.9, None, None, 61.0, 2012-03-16 05:00:00, None, None
292.5, -3.8, None, 4.0, 0.06, 7.6, 98.81, -9.3, None, -1.4, 66.0, 2012-03-16 06:00:00, -18.6, None
0.0, -4.7, None, 2.0, None, 0.0, 98.83, -9.4, None, None, 70.0, 2012-03-16 07:00:00, None, None
292.5, -5.5, None, 2.0, None, 7.6, 98.87, -10.4, None, None, 68.0, 2012-03-16 08:00:00, None, None
270.0, -8.5, None, 2.0, 0.08, 5.4, 98.85, -11.8, None, None, 77.0, 2012-03-16 09:00:00, None, None
270.0, -7.8, None, 4.0, None, 7.6, 98.91, -11.7, None, None, 74.0, 2012-03-16 10:00:00, None, None
270.0, -8.7, None, 2.0, None, 5.4, 98.98, -12.5, None, None, 74.0, 2012-03-16 11:00:00, None, None
292.5, -9.5, None, 2.0, 0.16, 7.6, 99.0, -13.2, None, None, 74.0, 2012-03-16 12:00:00, None, None
270.0, -10.5, None, 10.0, None, 3.6, 99.04, -13.7, None, None, 77.0, 2012-03-16 13:00:00, None, None
0.0, -11.8, None, 10.0, None, 0.0, 99.08, -14.4, None, None, 81.0, 2012-03-16 14:00:00, None, None
157.5, -13.3, None, 10.0, 0.13, 3.6, 99.19, -15.4, None, None, 84.0, 2012-03-16 15:00:00, None, None
0.0, -13.4, None, 10.0, None, 0.0, 99.24, -15.6, None, None, 83.0, 2012-03-16 16:00:00, None, None
202.5, -12.3, None, 10.0, None, 5.4, 99.27, -14.8, None, None, 82.0, 2012-03-16 17:00:00, None, None
0.0, -9.2, None, 10.0, 0.12, 0.0, 99.3, -13.1, None, None, 73.0, 2012-03-16 18:00:00, None, None
135.0, -4.7, None, 10.0, None, 11.2, 99.33, -10.6, None, None, 63.0, 2012-03-16 19:00:00, None, None
157.5, -3.3, None, 10.0, None, 18.4, 99.36, -9.0, None, None, 65.0, 2012-03-16 20:00:00, None, None
157.5, -2.2, None, 10.0, 0.1, 18.4, 99.38, -8.8, None, None, 61.0, 2012-03-16 21:00:00, None, None
135.0, -1.2, None, 10.0, None, 14.8, 99.41, -8.4, None, None, 58.0, 2012-03-16 22:00:00, None, None
157.5, -0.1, None, 10.0, None, 14.8, 99.43, -7.9, None, None, 56.0, 2012-03-16 23:00:00, None, None
157.5, 0.6, None, 10.0, 0.07, 22.3, 99.44, -8.2, None, None, 52.0, 2012-03-17 00:00:00, None, None
157.5, 0.1, None, 10.0, None, 22.3, 99.47, -9.8, None, None, 47.0, 2012-03-17 01:00:00, None, None
180.0, -2.4, None, 10.0, None, 16.6, 99.5, -9.8, None, None, 57.0, 2012-03-17 02:00:00, None, None
180.0, -2.7, None, 10.0, 0.08, 18.4, 99.6, -10.6, None, None, 55.0, 2012-03-17 03:00:00, None, None
180.0, -3.3, None, 10.0, None, 18.4, 99.64, -10.9, None, None, 56.0, 2012-03-17 04:00:00, None, None
202.5, -5.2, None, 10.0, None, 11.2, 99.69, -11.5, None, None, 61.0, 2012-03-17 05:00:00, None, None
247.5, -7.2, None, 10.0, 0.14, 13.0, 99.75, -12.8, 0.0, 0.6, 64.0, 2012-03-17 06:00:00, -13.3, 0.0
202.5, -6.2, None, 2.0, None, 9.4, 99.77, -11.8, None, None, 64.0, 2012-03-17 07:00:00, None, None
180.0, -6.8, None, 10.0, None, 11.2, 99.81, -11.8, None, None, 68.0, 2012-03-17 08:00:00, None, None
180.0, -5.9, None, 10.0, 0.11, 18.4, 99.8, -11.2, None, None, 66.0, 2012-03-17 09:00:00, None, None
180.0, -6.9, None, 10.0, None, 13.0, 99.84, -11.6, None, None, 69.0, 2012-03-17 10:00:00, None, None
180.0, -7.2, None, 10.0, None, 11.2, 99.88, -11.8, None, None, 70.0, 2012-03-17 11:00:00, None, None
0.0, -8.7, None, 10.0, 0.09, 0.0, 99.9, -12.8, None, None, 72.0, 2012-03-17 12:00:00, None, None
157.5, -9.7, None, 10.0, None, 7.6, 99.92, -12.7, None, None, 79.0, 2012-03-17 13:00:00, None, None
0.0, -12.0, None, 10.0, None, 0.0, 99.95, -14.4, None, None, 82.0, 2012-03-17 14:00:00, None, None
0.0, -13.9, None, 1.0, 0.08, 0.0, 100.06, -16.3, None, None, 82.0, 2012-03-17 15:00:00, None, None
180.0, -13.0, None, 10.0, None, 7.6, 100.08, -15.0, None, None, 85.0, 2012-03-17 16:00:00, None, None
0.0, -10.1, None, 10.0, None, 0.0, 100.1, -14.4, None, None, 71.0, 2012-03-17 17:00:00, None, None
180.0, -6.5, None, 9.0, 0.04, 18.4, 100.08, -12.4, None, None, 63.0, 2012-03-17 18:00:00, None, None
180.0, -4.3, None, 10.0, None, 18.4, 100.07, -10.6, None, None, 61.0, 2012-03-17 19:00:00, None, None
180.0, -1.8, None, 10.0, None, 18.4, 100.06, -9.7, None, None, 55.0, 2012-03-17 20:00:00, None, None
157.5, -0.4, None, 10.0, -0.03, 18.4, 99.98, -9.1, None, None, 52.0, 2012-03-17 21:00:00, None, None
157.5, 0.8, None, 10.0, None, 11.2, 99.96, -9.0, None, None, 48.0, 2012-03-17 22:00:00, None, None
157.5, 1.7, None, 10.0, None, 7.6, 99.94, -9.1, None, None, 45.0, 2012-03-17 23:00:00, None, None
180.0, 1.2, None, 10.0, -0.04, 9.4, 99.95, -9.1, None, None, 46.0, 2012-03-18 00:00:00, None, None
